id,MedicineType,MedicineName,MedicineBopomoCode,MedicineNHIID,MedicineNHIName,MedicineManufacturer,MedicineCost,MedicinePrice,MedicineUnit,MedicineInfo
553,錠劑膠囊,黃連膠囊(200粒),ㄏ,,,,,,錠,
554,錠劑膠囊,黃連濃縮錠,ㄏ,,,,,,錠,
555,錠劑膠囊,當歸芍藥散錠,ㄉ,A042563,,,,,錠,
556,錠劑膠囊,補中益氣湯錠,ㄅ,A032688,,,,,錠,
557,錠劑膠囊,銀翹散錠,ㄧ,A042580,,,,,錠,
558,錠劑膠囊,獨活寄生湯錠,ㄉ,A041700,,,,,錠,
559,錠劑膠囊,龍膽瀉肝湯錠,ㄌ,A041763,,,,,錠,
560,錠劑膠囊,還少丹錠,ㄏ,A042299,,,,,錠,
561,外用藥,紫雲膏(450g),ㄗ,,,,,,盒,
562,外用藥,紫雲膏(14g),ㄗ,,,,,,盒,
563,單方,紅棗,ㄏ,,,,,,枚,
564,單方,生半夏,ㄕ,,,,,,克,
565,單方,乾薑,ㄍ,,,,,,克,
